iter	RMSE
244	0.084049286
245	0.08396921977
246	0.08385231736
247	0.08381836833
248	0.08374194756
249	0.08350755136
250	0.08340385297
251	0.0833021301
252	0.08327921056
253	0.08319165694
254	0.08304494649
255	0.0830101191
256	0.08299028139
257	0.08283595724
258	0.08271599576
259	0.0826412011
260	0.08252367486
261	0.08246775317
262	0.08244822898
263	0.08233067186
264	0.08223309442
265	0.08209206392
266	0.08186621562
267	0.08181269256
268	0.08165351731
269	0.0815419189
270	0.08139654028
271	0.08127943358
272	0.08119196487
273	0.08105016366
274	0.08100522549
275	0.08098817987
276	0.08083791841
277	0.08069253814
278	0.08056268763
279	0.08049461264
280	0.0804742287
281	0.08034276939
282	0.08021403302
283	0.08019998975
284	0.08010391043
285	0.0800521941
286	0.08002440031
287	0.07994394739
288	0.07991527348
289	0.07987150192
290	0.07977216455
291	0.07972111809
292	0.07963406637
293	0.07956971167
294	0.07938582385
295	0.07937428186
296	0.07924846869
297	0.07920488655
298	0.07910933585
299	0.07903659167
300	0.07901967284
301	0.07888972139
302	0.07881736107
303	0.07873195868
304	0.07861816156
305	0.07847385869
306	0.07838131599
307	0.07830268836
308	0.07825228221
309	0.07815883761
310	0.07801361947
311	0.07799040722
312	0.07790587882
313	0.07773796404
314	0.07756035222
315	0.07742971993
316	0.07724505521
317	0.07719698542
318	0.07715056777
319	0.07703716026
320	0.07696926286
321	0.07688497791
322	0.07669333603
323	0.07664747995
324	0.07652738213
325	0.07645297342
326	0.07635162826
327	0.07617548909
328	0.07610772578
329	0.07593175512
330	0.07583852734
331	0.07572575814
332	0.07561178379
333	0.07548273029
334	0.0754702146
335	0.07533918369
336	0.07520649357
337	0.07511216435
338	0.07496258714
339	0.07483299948
340	0.07475348447
341	0.07474181634
342	0.07468582598
343	0.07461438711
344	0.07451008585
345	0.07442299595
346	0.07435192234
347	0.07424547096
348	0.07423507247
349	0.07416822807
350	0.0741050448
351	0.0740092141
352	0.07394050915
353	0.07381609899
354	0.07378576497
355	0.07374386147
356	0.07359293525
357	0.07350521149
358	0.07341223093
359	0.07331920355
360	0.07326042953
361	0.07317784683
362	0.07307983321
363	0.07298796279
364	0.07292770701
365	0.07285321942
366	0.07276557244
367	0.0726737976
368	0.0726370791
369	0.07262184003
370	0.07261423869
371	0.07254953135
372	0.07253394741
373	0.07247669921
374	0.07246848731
375	0.0723544554
376	0.0723368018
377	0.07219453213
378	0.07216840467
379	0.07210171282
380	0.07204223387
381	0.07188760779
382	0.07179414765
383	0.07175416375
384	0.07164107689
385	0.07161016664
386	0.07153056357
387	0.07145988584
388	0.07136190959
389	0.07123306979
390	0.07115969081
391	0.07110923169
392	0.07099551525
393	0.07094356301
394	0.07091045791
395	0.07080366629
396	0.07069759588
397	0.07063663404
398	0.07057614922
399	0.07050323627
400	0.07044950273
401	0.07044033727
402	0.07027465028
403	0.07022616429
404	0.07020073572
405	0.07019316204
406	0.07011988452
407	0.07004443317
408	0.07003056966
409	0.06993347845
410	0.06982271088
411	0.06975037142
412	0.06967899525
413	0.06961572198
414	0.06960270268
415	0.06959294904
416	0.06948307492
417	0.06936477756
418	0.06927041829
419	0.06920421414
420	0.06912694345
421	0.06902054679
422	0.06901381091
423	0.06892319761
424	0.06888558151
425	0.06883680001
426	0.0687289667
427	0.06864144467
428	0.0685740156
429	0.06852055127
430	0.06842767373
431	0.06832146498
432	0.06822681174
433	0.0681584674
434	0.06805067216
435	0.06797379211
436	0.06792440788
437	0.06791513628
438	0.06783705455
439	0.0677754463
440	0.06776887508
441	0.06769213855
442	0.06759372689
443	0.06751836375
444	0.0673669689
445	0.06730252466
446	0.06719963986
447	0.06710161469
448	0.06704827549
449	0.06698732077
450	0.06693443466
451	0.06685435728
452	0.06676639635
453	0.0666658594
454	0.06663440997
455	0.06662795198
456	0.06655855671
457	0.06646012573
458	0.06640290676
459	0.06639426557
460	0.06637563235
461	0.06633126302
462	0.06631767137
463	0.06629019292
464	0.06622330153
465	0.06620467489
466	0.06617062308
467	0.06608095265
468	0.0659732145
469	0.06589907297
470	0.0658530918
471	0.06576491298
472	0.06574767286
473	0.06574102015
474	0.06569601036
475	0.06561066213
476	0.06555643364
477	0.06553117179
478	0.06545220223
479	0.06536045329
480	0.0652971241
481	0.06521562526
482	0.06514690985
483	0.06504011229
484	0.06499893771
485	0.06495444609
486	0.06489054505
487	0.06483608072
488	0.06476209435
489	0.06475236426
490	0.06473513627
491	0.06466987393
492	0.06460534476
493	0.06454781391
494	0.06449071297
495	0.06448466092
496	0.06441173099
497	0.06434794114
498	0.06431257808
499	0.0643038175
500	0.06429556459
501	0.06421098289
502	0.06420111642
503	0.06409457829
504	0.0640447952
505	0.06402034064
506	0.0639533152
507	0.06386893662
508	0.06379558477
509	0.06375197489
510	0.06368459869
511	0.06362490595
512	0.06356663649
513	0.06350036062
514	0.06347298133
515	0.06339914082
516	0.06334516204
517	0.06327811798
518	0.06322547258
519	0.063113655
520	0.06302717186
521	0.06296021055
522	0.06290795933
523	0.06282465248
524	0.06281802464
525	0.06277835452
526	0.06271219455
527	0.06262899428
528	0.06252908819
529	0.06249726806
530	0.06243845382
531	0.06236751689
532	0.06232226862
533	0.06221631904
534	0.06215241167
535	0.06214717922
536	0.06207560224
537	0.06199672645
538	0.06188664175
539	0.06182471262
540	0.06172542371
541	0.06168606167
542	0.06167677168
543	0.06156855162
544	0.0615547932
545	0.06147043626
546	0.06146550057
547	0.06136784699
548	0.06130700407
549	0.06129729144
550	0.06125971193
551	0.06117726389
552	0.06115612623
553	0.06108369075
554	0.06107118798
555	0.06101484999
556	0.06098896298
557	0.0609702368
558	0.06093286235
559	0.06088218149
560	0.06081295391
561	0.06077695931
562	0.06071114488
563	0.06065756999
564	0.06057826589
565	0.06051749986
566	0.06045289247
567	0.06036351034
568	0.0603107527
569	0.060305938
570	0.06016137914
571	0.06010314624
572	0.06001243959
573	0.05997677877
574	0.05996038424
575	0.05995541196
576	0.0599228219
577	0.05985592335
578	0.05982450538
579	0.05976043179
580	0.05970492713
581	0.05962267534
582	0.05958861732
583	0.05958103561
584	0.05952812055
585	0.05944012261
586	0.05936101491
587	0.05929163245
588	0.05922903995
589	0.05912431636
590	0.05906836154
591	0.05906138444
592	0.05900399556
593	0.05895629222
594	0.05890245048
595	0.05886396122
596	0.05884113883
597	0.058791593
598	0.05872286806
599	0.05864391707
600	0.05858296909
601	0.05851703944
602	0.05846201972
603	0.05839444633
604	0.05833385003
605	0.05831919633
606	0.05828883148
607	0.0582280126
608	0.05819324172
609	0.05813665525
610	0.05809482928
611	0.05805344485
612	0.05802585361
613	0.05798462498
614	0.05792845951
615	0.0579149775
616	0.05787581706
617	0.05786287687
618	0.0578007805
619	0.05774448932
620	0.05770041186
621	0.05758986521
622	0.05755805195
623	0.0575278598
624	0.05748043422
625	0.05745012516
626	0.05738725136
627	0.0573240914
628	0.05724926026
629	0.0571936565
630	0.05714814698
631	0.05709969952
632	0.0570150678
633	0.0569936073
634	0.05696505402
635	0.05693475164
636	0.05688061047
637	0.05681844279
638	0.05672326411
639	0.0566505771
640	0.05657291054
641	0.0564589994
642	0.05644747279
643	0.05638106755
644	0.05637576898
645	0.05631825058
646	0.05626668448
647	0.05626263238
648	0.05622967318
649	0.05619386161
650	0.05615026737
651	0.0560705318
652	0.05605128194
653	0.05604548973
654	0.05597550343
655	0.05590745287
656	0.0558530622
657	0.05579318499
658	0.05572403071
659	0.05566019967
660	0.05563432433
661	0.05559116378
662	0.05552343727
663	0.05549856316
664	0.05544036036
665	0.05537847108
666	0.05533777602
667	0.0552778365
668	0.0552271824
669	0.05517705598
670	0.05509946699
671	0.05507400407
672	0.05500531977
673	0.05499989903
674	0.05494994032
675	0.05488926521
676	0.05484083713
677	0.05480485806
678	0.05476085267
679	0.05464717663
680	0.05457482304
681	0.05454385944
682	0.05451160462
683	0.05448859554
684	0.05441931942
685	0.05434997462
686	0.05430517425
687	0.05429204726
688	0.05426380673
689	0.05423691185
690	0.05418939512
691	0.05410206119
692	0.05403341313
693	0.05398693779
694	0.053925686
695	0.05386677248
696	0.0538289233
697	0.0537751161
698	0.05371950305
699	0.05368429639
700	0.05363954233
701	0.05363403121
702	0.05362916308
703	0.05360024102
704	0.05355860476
705	0.05348400881
706	0.05341561128
707	0.05333769902
708	0.05322298606
709	0.05317468093
710	0.05316086678
711	0.05309136251
712	0.0530352963
713	0.05299509277
714	0.05289058151
715	0.0528426306
716	0.05281715142
717	0.05278578513
718	0.05274706581
719	0.0526900407
720	0.05266201894
721	0.05259382011
722	0.05256271027
723	0.05249868289
724	0.0524870441
725	0.0524340652
726	0.05239090403
727	0.05236716133
728	0.0523056129
729	0.05225508917
730	0.05224260443
731	0.05219137037
732	0.052121068
733	0.05209717576
734	0.05206930671
735	0.05202766639
736	0.05197284458
737	0.05188980195
738	0.05187866105
739	0.05184381726
740	0.05179047442
741	0.0517646212
742	0.05172447826
743	0.05170057679
744	0.05165798401
745	0.05161320819
746	0.0515775169
747	0.05153208675
748	0.05148669891
749	0.05145468979
750	0.05143176846
751	0.05140787741
752	0.05134418541
753	0.05133723142
754	0.05129652447
755	0.05124706545
756	0.05122777916
757	0.05115668245
758	0.05113529692
759	0.05109285198
760	0.05103477666
761	0.05095816663
762	0.05094195069
763	0.0509078776
764	0.05089725721
765	0.05086627822
766	0.05080590719
767	0.0507709945
768	0.05074556251
769	0.05071851248
770	0.05066441934
771	0.05060683422
772	0.05057595062
773	0.05055190556
774	0.05049292471
775	0.05047534855
776	0.05046490456
777	0.05044219502
778	0.05037431858
779	0.05032227521
780	0.05024555171
781	0.05020606143
782	0.05012617061
783	0.05011724045
784	0.05004701322
785	0.04997717951
786	0.04989919258
787	0.04982767402
788	0.04980037568
789	0.04979679835
790	0.04974968427
791	0.04970732284
792	0.04965800033
793	0.04963727515
794	0.04959125486
795	0.04956021269
796	0.04949659964
797	0.04947900993
798	0.04940331721
799	0.04934374682
800	0.04930452082
801	0.04924499859
802	0.04921119193
803	0.04917165439
804	0.04915100693
805	0.04908922403
806	0.04905438321
807	0.04905090344
808	0.0490125842
809	0.04898512008
810	0.0489492044
811	0.04893639995
812	0.04891648586
813	0.04890517907
814	0.04885212685
815	0.04878509984
816	0.04874159654
817	0.04872374256
818	0.04870391045
819	0.04865492149
820	0.04863763634
